Ferro			
4			
X			
Y			
Z			
Fe (%)			
1438.9	729.4	407.1	41.6
1438.9	729.4	323.5	59.4
1438.9	729.4	292.7	39.4
1438.9	729.4	277.7	40.2
1438.9	729.4	262.7	39.4
1438.9	729.4	250.7	38.3
1438.9	729.4	236	41
1314	992	507.3	56.5
1314	992	492.3	49.7
1314	992	477.3	48.1
1314	992	465.7	47.8
1314	992	453.3	46.9
1314	992	438.3	44.6
1314	992	425.8	43.6
1314	992	376.8	49.1
1314	992	361.8	49.7
1314	992	348.9	50.8
1314	992	276.9	38.4
1314	992	261.9	41.2
1314	992	246.9	37.2
1626	604.3	472.1	45.3
1626	604.3	457.1	44.5
1626	604.3	443.7	36.4
1570.1	690.2	420	52.9
1570.1	690.2	405	46.7
1570.1	690.2	390	49
1570.1	690.2	364.2	47.1
1570.1	690.2	350.2	42.4
1535.9	782	348.8	40.7
1535.9	782	282.7	56.9
1535.9	782	260.8	41.4
1535.9	782	245.8	38.6
1535.9	782	230.8	40
1535.9	782	215.8	41.4
1535.9	782	200.8	40.6
1535.9	782	185.8	38.6
1535.9	782	170.8	39.2
1535.9	782	155.8	48.6
1439.2	957.4	447.4	54.2
1439.2	957.4	415.4	43.9
1439.2	957.4	384.3	48.6
1439.2	957.4	369.3	49.3
1439.2	957.4	354.3	48.4
1439.2	957.4	330.5	47.5
1439.2	957.4	315.5	46
1439.2	957.4	300.5	45.1
1439.2	957.4	285.5	48
1439.2	957.4	270.5	53.7
1439.2	957.4	255.5	49
1439.2	957.4	240.5	47.2
1439.2	957.4	225.5	48.4
1439.2	957.4	210.5	58
1439.2	957.4	176.4	53.6
1571.5	911.6	317.3	43.5
1571.5	911.6	302.3	44
1571.5	911.6	287.3	41.2
1571.5	911.6	272.3	29.7
1571.5	911.6	257.3	29.8
1571.5	911.6	242.3	28.6
1571.5	911.6	227.7	23.8
1709.9	869.3	170.4	34.7
1709.9	869.3	158.6	32.3
1709.9	869.3	146.4	55.3
1709.9	869.3	101	48.7
1709.9	869.3	86	49.8
1709.9	869.3	71.2	51.8
1608	1047.2	390.3	44.8
1608	1047.2	375.3	44.1
1608	1047.2	360.3	38.8
1608	1047.2	330.8	49.9
1608	1047.2	315.8	48.4
1608	1047.2	302.1	38.3
1608	1047.2	214.2	44.3
1743	1011	428.7	49
1743	1011	413.7	48.6
1743	1011	398.7	48.2
